"","Age","State","Posts","Views","Duration","Authors","AuthorExperience","DeletedPosts","Forum","AuthorBanned"
"8560",2286,"open",0,445,1,2,0,0,"Science","not banned"
"8561",3014,"open",10,661,2,7,847,0,"Discussion","not banned"
"8562",1862,"open",14,1236,1,5,0,0,"Homework","not banned"
"8563",4035,"open",6,1240,3,8,500,0,"Discussion","not banned"
"8564",1091,"open",8,628,5,4,578,0,"Discussion","banned"
"8565",2816,"open",0,1948,136,2,0,0,"Medicine","not banned"
"8566",2934,"open",2,390,2,2,2,0,"Math","not banned"
"8567",1344,"open",11,842,5,5,664,1,"Discussion","not banned"
"8568",3268,"open",1,691,0,3,549,0,"Medicine","not banned"
"8569",2394,"open",3,730,11,3,132,0,"Science","not banned"
"8570",2189,"open",6,509,1,3,509,0,"Homework","not banned"
"8571",1558,"open",2,664,1,2,977,0,"Homework","not banned"
"8572",3738,"open",10,655,1,5,38,0,"Science","not banned"
"8573",2564,"open",0,649,0,2,287,0,"Medicine","not banned"
"8574",991,"open",15,1127,19,7,115,0,"Math","not banned"
"8575",3223,"open",15,518,2,8,99,0,"Discussion","banned"
"8576",2599,"open",78,2804,46,14,1068,0,"Discussion","not banned"
"8577",1731,"open",0,397,0,2,0,0,"Science","not banned"
"8578",1242,"open",5,1234,1,4,5,0,"Math","not banned"
"8579",2106,"open",40,2299,101,10,159,0,"Discussion","not banned"
"8580",3406,"open",6,998,1,4,398,0,"Science","not banned"
"8581",3351,"closed",59,1191,5,18,16,1,"Misc","not banned"
"8582",1458,"open",7,835,33,5,842,0,"Science","not banned"
"8583",3665,"open",17,1026,1,6,485,0,"Science","not banned"
"8584",3811,"open",3,1060,0,4,175,0,"Science","not banned"
"8585",1241,"open",3,838,1,5,2085,0,"Math","not banned"
"8586",1749,"open",1,2054,9,2,11,0,"Medicine","not banned"
"8587",4231,"open",4,823,7,4,319,0,"Discussion","not banned"
"8588",250,"open",5,482,10,4,0,0,"Misc","not banned"
"8589",3315,"open",8,592,0,7,177,0,"Science","not banned"
"8590",2106,"open",7,660,0,3,60,0,"Math","not banned"
"8591",3297,"open",2,478,4,2,29,0,"Math","not banned"
"8592",2655,"open",15,852,4,7,60,0,"Discussion","not banned"
"8593",3665,"open",3,561,0,5,298,0,"Discussion","not banned"
"8594",3479,"open",14,602,11,7,188,0,"Discussion","not banned"
"8595",1284,"open",25,2632,221,12,1,1,"Misc","not banned"
"8596",3022,"open",11,595,1,7,728,0,"Discussion","not banned"
"8597",3218,"open",0,349,0,2,104,0,"Science","not banned"
"8598",3346,"open",10,565,14,3,25,6,"Math","not banned"
"8599",1884,"open",1,372,0,2,13,0,"Science","not banned"
"8600",3896,"open",16,1395,2,8,14,0,"Science","not banned"
"8601",2078,"open",29,1042,18,17,332,0,"Discussion","not banned"
"8602",2157,"open",0,995,0,2,18,0,"Science","not banned"
"8603",2035,"closed",19,14385,845,20,14,7,"Medicine","not banned"
"8604",1927,"open",2,308,0,3,1823,0,"Discussion","not banned"
"8605",2537,"open",75,4933,1730,17,1,1,"Speculation","not banned"
"8606",3438,"open",2,611,46,4,44,0,"Science","banned"
"8607",3531,"open",73,11380,26,7,78,1,"Medicine","not banned"
"8608",2093,"open",0,307,1,2,6,0,"Speculation","not banned"
"8609",1876,"open",1,568,6,3,56,0,"Speculation","not banned"
"8610",2131,"open",37,3837,633,7,0,0,"Medicine","not banned"
"8611",2351,"open",24,1228,6,7,3,0,"Science","not banned"
"8612",3299,"open",12,609,1,8,149,0,"Science","not banned"
"8613",3557,"open",0,602,0,2,247,0,"Homework","not banned"
"8614",2782,"open",0,932,0,2,6,0,"Homework","not banned"
"8615",974,"open",6,666,1,5,251,0,"Science","not banned"
"8616",2089,"open",0,1711,18,2,6,0,"Science","not banned"
"8617",835,"open",2,452,0,3,0,0,"Math","not banned"
"8618",328,"open",7,241,0,5,644,0,"Misc","not banned"
"8619",3735,"open",2,826,0,4,13,0,"Discussion","not banned"
"8620",1662,"open",5,1138,30,4,989,0,"Discussion","not banned"
"8621",1296,"open",49,4294,16,8,268,0,"Speculation","not banned"
"8622",3474,"open",9,879,1,4,502,1,"Math","not banned"
"8623",1713,"open",3,529,1,3,2104,0,"Math","not banned"
"8624",3429,"open",4,540,0,3,721,0,"Science","not banned"
"8625",3497,"open",18,764,5,10,119,0,"Discussion","not banned"
"8626",3336,"open",9,989,1,6,574,0,"Science","not banned"
"8627",1533,"open",0,629,0,2,440,0,"Homework","not banned"
"8628",2698,"open",12,8921,20,6,1,0,"Science","banned"
"8629",1146,"open",2,262,0,2,12,0,"Homework","not banned"
"8630",1472,"open",4,746,35,5,13,0,"Medicine","not banned"
"8631",307,"open",33,1175,9,9,0,0,"Science","not banned"
"8632",1027,"open",1,511,14,2,47,0,"Science","not banned"
"8633",2075,"closed",10,409,0,4,6,0,"Discussion","not banned"
"8634",1158,"open",5,1632,1,6,0,0,"Math","not banned"
"8635",3357,"open",55,3692,184,8,52,0,"Science","not banned"
"8636",1585,"open",0,581,1,2,0,0,"Science","not banned"
"8637",3165,"open",1,867,0,2,798,0,"Math","not banned"
"8638",1178,"open",1,578,0,3,0,0,"Science","not banned"
"8639",3527,"open",5,792,3,3,52,0,"Science","banned"
"8640",2281,"open",10,493,2,8,1453,0,"Discussion","not banned"
"8641",3214,"open",0,365,0,2,2,0,"Science","not banned"
"8642",2134,"open",3,328,0,5,32,0,"Science","not banned"
"8643",118,"open",4,351,2,4,1116,0,"Science","not banned"
"8644",8,"open",56,612,5,15,357,0,"Discussion","not banned"
"8645",3647,"open",15,2026,10,6,2,0,"Science","not banned"
"8646",971,"open",4,1364,10,6,512,0,"Math","not banned"
"8647",2833,"open",14,1466,27,9,1168,0,"Medicine","not banned"
"8648",3321,"open",1,504,0,3,797,0,"Math","not banned"
"8649",414,"open",3,396,54,4,0,0,"Science","not banned"
"8650",2115,"open",1,323,0,2,67,0,"Science","not banned"
"8651",3434,"open",6,887,87,6,0,0,"Medicine","not banned"
"8652",865,"open",3,388,4,5,689,0,"Homework","not banned"
"8653",2649,"open",0,476,0,2,2,0,"Science","not banned"
"8654",95,"open",0,186,0,2,6,0,"Misc","not banned"
"8655",3212,"open",1,464,0,2,118,0,"Math","not banned"
"8656",310,"open",11,341,4,12,339,0,"Discussion","not banned"
"8657",3225,"open",7,535,2,4,5,0,"Science","not banned"
"8658",3485,"open",3,779,0,3,401,0,"Science","not banned"
"8659",1186,"open",1,781,9,2,21,0,"Science","not banned"
"8660",4137,"open",11,1018,3,7,4,0,"Science","not banned"
"8661",10,"open",11,133,1,7,0,0,"Science","not banned"
"8662",2887,"open",2,583,11,3,0,0,"Homework","not banned"
"8663",1453,"open",21,3742,59,15,1045,0,"Discussion","not banned"
"8664",3552,"open",8,1138,31,5,5,0,"Science","not banned"
"8665",1558,"open",3,1640,4,4,160,0,"Science","not banned"
"8666",3121,"open",4,486,14,5,92,0,"Medicine","not banned"
"8667",1035,"open",0,390,6,2,0,0,"Math","not banned"
"8668",1643,"open",14,1131,58,5,26,0,"Speculation","banned"
"8669",2053,"open",10,664,10,6,101,0,"Science","not banned"
"8670",2170,"open",2,482,0,4,0,0,"Science","not banned"
"8671",3438,"open",11,1034,0,3,891,0,"Science","not banned"
"8672",1478,"open",77,5792,110,33,7,0,"Discussion","not banned"
"8673",1405,"open",0,642,0,2,1,0,"Science","not banned"
"8674",2620,"open",6,1701,1,5,1241,0,"Science","not banned"
"8675",3226,"open",1,872,1,2,760,0,"Science","not banned"
"8676",192,"open",21,444,106,9,10,0,"Discussion","not banned"
"8677",3063,"open",12,143,7,10,263,0,"Misc","not banned"
"8678",2816,"open",22,871,3,7,676,0,"Discussion","not banned"
"8679",1125,"open",5,988,3,2,47,0,"Science","not banned"
"8680",178,"open",37,755,4,8,1536,0,"Science","not banned"
"8681",3098,"closed",15,728,2,11,608,0,"Science","not banned"
"8682",2380,"open",1,767,11,3,0,0,"Homework","not banned"
"8683",2711,"open",13,3599,2,8,1,0,"Science","not banned"
"8684",2079,"open",23,2766,781,17,1,0,"Speculation","not banned"
"8685",717,"open",7,406,5,5,0,0,"Science","not banned"
"8686",1355,"open",22,3427,86,10,0,0,"Math","not banned"
"8687",648,"open",46,1272,30,9,4,0,"Speculation","banned"
"8688",1719,"open",2,491,0,2,7,0,"Science","not banned"
"8689",3246,"open",1,698,22,3,48,0,"Medicine","not banned"
"8690",3368,"open",77,4270,113,27,787,1,"Discussion","not banned"
"8691",1062,"open",1,341,0,3,2951,0,"Discussion","not banned"
"8692",2187,"open",10,635,1,5,1,0,"Science","not banned"
"8693",2897,"open",7,3712,1,7,0,0,"Medicine","not banned"
"8694",2099,"open",11,5168,511,6,1086,1,"Misc","not banned"
"8695",1738,"open",18,1846,28,11,1929,0,"Discussion","not banned"
"8696",1433,"open",12,527,5,4,2115,0,"Speculation","not banned"
"8697",4454,"open",1,588,1,3,95,0,"Discussion","not banned"
"8698",3786,"open",0,14,0,1,215,0,"Misc","not banned"
"8699",3460,"open",9,1327,1,11,28,0,"Misc","not banned"
"8700",957,"open",14,862,15,9,3056,1,"Discussion","not banned"
"8701",2261,"open",7,687,2,7,0,0,"Speculation","not banned"
"8702",1213,"open",6,1223,2,6,0,0,"Science","not banned"
"8703",656,"open",1,856,6,3,0,0,"Math","not banned"
"8704",3193,"open",3,605,0,4,386,0,"Science","not banned"
"8705",1284,"open",0,356,0,2,2533,0,"Science","not banned"
"8706",2974,"open",15,498,1,6,570,0,"Discussion","not banned"
"8707",2078,"open",0,451,9,2,1346,0,"Science","not banned"
"8708",2481,"closed",4,609,2,5,28,1,"Science","not banned"
"8709",532,"open",5,2185,5,4,0,0,"Homework","not banned"
"8710",390,"open",3,281,1,3,113,0,"Discussion","not banned"
"8711",4308,"open",4,475,20,4,9,0,"Misc","not banned"
"8712",1949,"open",4,470,1,4,32,0,"Homework","not banned"
"8713",3992,"open",37,1653,5,12,2,0,"Discussion","not banned"
"8714",2327,"open",2,393,14,4,426,0,"Science","not banned"
"8715",3598,"open",31,1097,300,13,9,0,"Discussion","not banned"
"8716",982,"open",15,1053,9,7,333,0,"Homework","not banned"
"8717",308,"open",1,260,0,4,279,1,"Homework","not banned"
"8718",1940,"open",0,295,0,2,1604,0,"Discussion","not banned"
"8719",3745,"open",25,1330,2,11,0,0,"Science","not banned"
"8720",3515,"open",25,1080,8,5,52,0,"Science","not banned"
"8721",1219,"open",1,442,1,3,0,0,"Science","not banned"
"8722",618,"open",0,736,0,2,1,0,"Science","not banned"
"8723",184,"open",7,324,2,3,3704,0,"Medicine","not banned"
"8724",3648,"open",42,2512,18,11,150,0,"Math","not banned"
"8725",3179,"open",2,187,0,4,439,0,"Misc","not banned"
"8726",1803,"open",31,2110,12,12,848,0,"Science","not banned"
"8727",1874,"open",6,1638,3,6,23,0,"Misc","not banned"
"8728",1769,"open",23,2151,448,7,0,2,"Science","not banned"
"8729",641,"open",5,256,0,3,66,0,"Science","not banned"
"8730",2378,"open",0,414,2,2,1651,0,"Science","not banned"
"8731",1884,"open",3,448,2,3,0,0,"Discussion","not banned"
"8732",3689,"open",0,589,0,2,26,0,"Math","not banned"
"8733",656,"open",0,404,3,2,1190,0,"Science","not banned"
"8734",1021,"open",1,699,290,3,141,0,"Science","not banned"
"8735",1050,"open",19,1453,29,6,0,0,"Math","not banned"
"8736",2687,"open",4,463,0,4,1021,0,"Science","not banned"
"8737",4048,"open",3,782,3,4,66,0,"Science","not banned"
"8738",2502,"open",1,391,0,2,1,0,"Science","not banned"
"8739",1812,"open",0,328,3,1,0,0,"Science","not banned"
"8740",2294,"open",23,1914,27,9,865,0,"Discussion","not banned"
"8741",3737,"closed",14,1365,6,5,8,0,"Misc","not banned"
"8742",3217,"open",1,655,0,3,1,0,"Science","not banned"
"8743",1480,"open",0,1354,1,2,74,0,"Homework","not banned"
"8744",1224,"open",0,721,0,2,2,0,"Discussion","not banned"
"8745",3206,"open",0,1006,3,2,1217,0,"Misc","not banned"
"8746",2564,"open",15,874,12,9,287,1,"Discussion","not banned"
"8747",87,"open",5,154,0,3,379,0,"Science","not banned"
"8748",2574,"open",2,698,4,2,28,0,"Misc","not banned"
"8749",2403,"open",16,1070,13,9,0,0,"Science","not banned"
"8750",2602,"open",13,7653,1124,7,0,0,"Science","not banned"
"8751",1285,"open",20,2032,139,14,4,2,"Discussion","not banned"
"8752",514,"open",0,464,1,2,0,0,"Medicine","not banned"
"8753",1698,"open",8,762,1,5,550,0,"Medicine","not banned"
"8754",1961,"open",11,1001,1,5,1,0,"Science","not banned"
"8755",55,"open",3,152,3,3,161,0,"Science","not banned"
"8756",3107,"closed",34,689,3,12,754,0,"Misc","not banned"
"8757",1850,"open",0,505,0,2,209,0,"Science","banned"
"8758",3866,"open",7,937,1,5,36,0,"Math","not banned"
"8759",744,"open",3,564,2,4,1264,0,"Misc","not banned"
"8760",1785,"open",2,823,3,3,0,0,"Medicine","not banned"
"8761",962,"open",6,609,3,5,1097,0,"Speculation","banned"
"8762",3180,"open",7,3020,9,6,544,1,"Discussion","not banned"
"8763",2620,"open",0,689,0,2,545,0,"Science","not banned"
"8764",1421,"open",5,474,4,3,43,0,"Science","not banned"
"8765",3706,"open",5,645,6,3,106,0,"Science","not banned"
"8766",1409,"open",28,2050,22,14,1242,0,"Discussion","not banned"
"8767",508,"open",0,309,0,2,0,0,"Science","not banned"
"8768",3278,"open",18,860,14,8,472,0,"Discussion","not banned"
"8769",1636,"open",12,9684,5,3,0,0,"Misc","not banned"
"8770",1730,"open",10,1359,1,5,2,0,"Homework","not banned"
"8771",2316,"open",3,525,2,2,803,0,"Science","not banned"
"8772",3872,"open",14,1110,221,4,30,0,"Science","not banned"
"8773",2260,"closed",0,29,0,2,1160,0,"Misc","not banned"
"8774",3639,"open",43,1918,22,8,211,0,"Science","not banned"
"8775",1408,"open",0,603,0,2,1918,0,"Science","not banned"
"8776",3700,"open",15,1098,16,8,16,1,"Science","not banned"
"8777",293,"open",6,292,1,6,173,0,"Math","not banned"
"8778",3785,"open",2,372,1,3,148,0,"Discussion","not banned"
"8779",3679,"open",41,1647,191,11,171,0,"Science","not banned"
"8780",1070,"open",0,638,1,2,0,0,"Science","not banned"
"8781",3272,"open",4,531,21,3,9,0,"Speculation","not banned"
"8782",3513,"open",14,369,5,9,3,0,"Misc","not banned"
"8783",3041,"open",8,855,41,7,410,0,"Science","not banned"
"8784",3892,"open",17,2715,211,10,182,0,"Science","not banned"
"8785",1635,"open",13,1814,31,12,2182,0,"Discussion","not banned"
"8786",3770,"open",13,910,4,5,271,0,"Science","not banned"
"8787",2231,"open",21,2593,39,9,181,0,"Medicine","not banned"
"8788",978,"open",4,1135,3,3,0,0,"Misc","not banned"
"8789",1370,"open",3,872,3,5,0,0,"Science","not banned"
"8790",4097,"open",1,798,1,3,452,0,"Science","not banned"
"8791",3584,"open",5,881,0,5,17,0,"Science","not banned"
"8792",2397,"open",143,4829,9,13,0,0,"Discussion","not banned"
"8793",2254,"open",2,478,2,2,9,0,"Science","not banned"
"8794",3211,"open",17,638,42,12,606,0,"Discussion","not banned"
"8795",1865,"open",1,576,0,3,511,0,"Science","not banned"
"8796",2998,"open",4,2545,0,5,0,0,"Homework","not banned"
"8797",3172,"open",11,3290,10,6,9,0,"Science","not banned"
"8798",1108,"open",1,296,1,2,23,0,"Science","not banned"
"8799",2232,"open",15,1099,60,12,2119,0,"Math","not banned"
"8800",3147,"closed",5,906,7,4,178,0,"Misc","not banned"
"8801",2215,"open",17,1435,17,11,0,0,"Science","not banned"
"8802",2261,"open",0,622,0,2,0,0,"Math","not banned"
"8803",2811,"open",8,894,15,7,733,0,"Discussion","not banned"
"8804",134,"open",7,241,2,5,7,0,"Science","not banned"
"8805",3083,"open",9,2524,28,5,118,0,"Science","not banned"
"8806",3486,"open",5,1018,3,4,336,3,"Math","not banned"
"8807",476,"open",5,649,12,4,519,0,"Misc","not banned"
"8808",1228,"open",20,2067,150,10,203,0,"Discussion","banned"
"8809",3337,"open",2,649,2,3,211,0,"Science","not banned"
"8810",2065,"closed",9,189,1,10,0,0,"Misc","banned"
"8811",696,"closed",123,3320,29,13,31,1,"Speculation","not banned"
"8812",341,"open",29,711,2,11,0,0,"Discussion","not banned"
"8813",478,"open",17,646,3,12,590,0,"Discussion","not banned"
"8814",1119,"open",0,628,0,3,2698,1,"Discussion","not banned"
"8815",2625,"open",7,436,0,9,919,2,"Discussion","not banned"
"8816",3289,"open",6,764,2,5,194,0,"Science","not banned"
"8817",2107,"open",2,418,0,3,0,0,"Speculation","not banned"
"8818",704,"open",3,443,10,3,10,0,"Homework","not banned"
"8819",1468,"open",1,434,0,3,811,0,"Speculation","not banned"
"8820",3512,"open",2,480,1,3,1,1,"Science","not banned"
"8821",2878,"open",11,438,4,6,666,0,"Discussion","not banned"
"8822",2453,"open",7,292,9,9,316,0,"Discussion","not banned"
"8823",1327,"open",8,869,3,4,213,0,"Discussion","not banned"
"8824",351,"open",2,326,2,3,15,0,"Science","not banned"
"8825",896,"open",2,665,1,2,18,0,"Science","not banned"
"8826",3250,"open",7,238,1,7,82,0,"Misc","not banned"
"8827",3393,"open",29,2538,157,16,31,0,"Discussion","not banned"
"8828",3828,"open",44,1409,4,11,173,0,"Discussion","not banned"
"8829",394,"open",7,464,7,6,56,0,"Discussion","not banned"
"8830",1205,"open",5,1466,1,3,0,0,"Misc","not banned"
"8831",1197,"closed",0,295,0,2,7,0,"Science","banned"
"8832",742,"open",6,292,0,3,2939,0,"Misc","not banned"
"8833",3288,"open",1,390,1,2,219,0,"Science","not banned"
"8834",640,"open",1,322,2,3,0,0,"Science","not banned"
"8835",3383,"open",6,958,91,5,478,0,"Homework","not banned"
"8836",3850,"open",6,841,1,6,36,0,"Science","not banned"
"8837",1401,"open",5,1205,1,4,41,0,"Discussion","not banned"
"8838",2211,"open",17,1504,1,6,761,0,"Science","not banned"
"8839",438,"open",0,215,0,1,21,0,"Discussion","banned"
"8840",1607,"open",0,2712,1,2,113,0,"Science","not banned"
"8841",1147,"open",1,335,1,2,0,0,"Medicine","not banned"
"8842",3281,"open",9,529,10,10,542,0,"Discussion","not banned"
"8843",1853,"closed",1,689,0,3,187,0,"Science","not banned"
"8844",1583,"open",7,1186,20,7,574,0,"Science","not banned"
"8845",1591,"open",0,285,0,2,551,0,"Science","not banned"
"8846",3133,"open",2,378,2,3,87,0,"Discussion","not banned"
"8847",3647,"open",56,4049,138,25,99,2,"Science","not banned"
"8848",1040,"open",3,492,2,5,0,0,"Science","not banned"
"8849",3685,"open",0,573,0,2,278,0,"Medicine","not banned"
"8850",544,"open",0,1455,1,2,0,0,"Science","not banned"
"8851",2599,"open",25,6205,16,17,56,0,"Medicine","not banned"
"8852",618,"open",11,235,0,4,482,0,"Discussion","not banned"
"8853",1862,"open",0,905,0,2,0,0,"Homework","not banned"
"8854",826,"open",4,558,12,5,0,0,"Science","not banned"
"8855",3162,"open",15,1538,58,12,160,0,"Math","banned"
"8856",3542,"open",2,362,0,2,59,0,"Science","not banned"
"8857",3230,"open",9,744,3,7,0,0,"Speculation","not banned"
"8858",677,"open",6,899,5,4,0,0,"Math","not banned"
"8859",1085,"open",1,1176,221,3,46,0,"Misc","not banned"
"8860",3149,"open",16,2195,134,13,30,1,"Medicine","not banned"
"8861",2026,"open",2,966,22,4,692,1,"Science","not banned"
"8862",974,"open",16,2234,5,4,1355,0,"Misc","not banned"
"8863",3341,"open",5,423,2,4,7,0,"Science","banned"
"8864",1929,"open",3,3929,0,3,1190,0,"Medicine","not banned"
"8865",2574,"open",4,680,9,5,0,0,"Science","not banned"
"8866",2200,"open",7,1010,4,7,0,1,"Medicine","not banned"
"8867",931,"open",1,650,0,2,0,0,"Science","not banned"
"8868",244,"open",23,916,5,4,5,0,"Science","not banned"
"8869",256,"open",6,346,20,4,94,0,"Science","not banned"
"8870",535,"open",82,3251,201,11,962,0,"Speculation","not banned"
"8871",1512,"open",0,304,0,2,2,0,"Homework","not banned"
"8872",2335,"open",17,1231,6,9,0,0,"Misc","banned"
"8873",2332,"closed",0,13,0,2,0,0,"Misc","not banned"
"8874",2695,"open",2,678,7,3,0,0,"Science","not banned"
"8875",3528,"closed",2,327,0,2,72,0,"Discussion","not banned"
"8876",2406,"open",16,1261,19,12,1156,0,"Medicine","not banned"
"8877",1348,"open",4,884,124,7,94,1,"Discussion","not banned"
"8878",3224,"open",2,850,5,4,406,0,"Math","not banned"
"8879",964,"open",4,953,2,2,1336,0,"Math","not banned"
"8880",1473,"open",3,499,2,3,1178,0,"Speculation","not banned"
"8881",188,"open",8,256,9,6,3825,0,"Medicine","not banned"
"8882",1680,"open",1,428,1,3,0,0,"Homework","not banned"
"8883",3732,"open",3,513,0,3,18,0,"Science","not banned"
"8884",1641,"open",1,549,8,3,0,0,"Math","not banned"
"8885",304,"open",0,189,0,2,605,0,"Science","not banned"
"8886",1106,"open",0,383,1,2,889,0,"Science","not banned"
"8887",2658,"open",13,538,2,10,278,0,"Discussion","not banned"
"8888",3306,"open",51,2469,24,17,238,3,"Discussion","not banned"
"8889",2351,"open",26,1397,2,14,1044,0,"Speculation","not banned"
"8890",128,"open",21,638,4,8,575,0,"Science","not banned"
"8891",3103,"open",1,366,0,3,898,0,"Discussion","not banned"
"8892",1263,"open",1,2011,11,2,12,0,"Science","not banned"
"8893",3499,"open",2,780,3,3,62,0,"Science","not banned"
"8894",1658,"open",8,842,40,8,0,0,"Discussion","not banned"
"8895",3607,"open",1,936,0,3,1,0,"Medicine","not banned"
"8896",3972,"closed",1,670,0,2,14,0,"Discussion","not banned"
"8897",1697,"open",5,772,1,7,47,0,"Science","not banned"
"8898",123,"open",3,267,0,2,71,0,"Science","not banned"
"8899",500,"open",5,393,5,3,1604,0,"Math","not banned"
"8900",564,"open",10,819,85,5,0,0,"Science","not banned"
"8901",136,"open",12,308,5,7,113,0,"Science","not banned"
"8902",1004,"open",0,221,0,2,32,0,"Homework","not banned"
"8903",834,"open",3,539,0,4,0,0,"Speculation","not banned"
"8904",2587,"open",0,359,1,2,295,0,"Science","not banned"
"8905",3362,"open",2,545,1,3,0,0,"Science","not banned"
"8906",3389,"open",5,982,30,6,32,0,"Science","not banned"
"8907",2415,"open",2,647,8,3,1346,0,"Science","not banned"
"8908",461,"open",26,9935,231,13,0,1,"Math","not banned"
"8909",3769,"open",2,903,6,3,381,0,"Science","not banned"
"8910",1889,"open",6,508,5,6,698,0,"Science","not banned"
"8911",3427,"open",1,1360,0,2,106,0,"Discussion","not banned"
"8912",2670,"open",28,945,6,9,874,0,"Discussion","not banned"
"8913",2165,"open",10,764,49,9,0,1,"Science","not banned"
"8914",413,"open",1,287,0,2,26,0,"Science","not banned"
"8915",331,"open",2,377,1,4,3682,0,"Science","not banned"
"8916",3599,"open",3,823,2,4,9,0,"Medicine","not banned"
"8917",2802,"open",2,618,22,3,771,0,"Science","not banned"
"8918",438,"open",48,2459,334,23,148,0,"Misc","not banned"
"8919",3140,"open",2,371,2,3,308,0,"Discussion","not banned"
"8920",440,"open",10,318,1,5,164,0,"Misc","banned"
"8921",1384,"open",6,929,2,4,2,0,"Science","not banned"
"8922",3865,"open",0,395,10,2,0,0,"Science","not banned"
"8923",4219,"open",0,1246,15,2,7,0,"Science","banned"
"8924",3361,"open",57,3027,6,22,87,0,"Science","not banned"
"8925",3345,"open",20,1432,1,9,459,0,"Math","not banned"
"8926",2561,"open",0,765,0,2,158,0,"Science","not banned"
"8927",1670,"open",76,2924,6,14,1025,0,"Discussion","not banned"
"8928",2635,"open",12,905,9,7,1530,0,"Science","not banned"
"8929",2470,"open",15,701,11,10,0,0,"Science","not banned"
"8930",243,"open",106,2060,62,12,274,0,"Science","not banned"
"8931",2034,"open",7,506,4,6,0,0,"Science","not banned"
"8932",2576,"open",8,539,8,4,103,0,"Science","not banned"
"8933",657,"open",1,295,1,3,1,0,"Science","not banned"
"8934",2293,"open",10,681,2,6,42,0,"Science","banned"
"8935",3227,"open",0,579,0,2,6,0,"Science","not banned"
"8936",1859,"open",14,2743,4,5,146,0,"Math","not banned"
"8937",918,"open",10,532,13,7,751,0,"Discussion","banned"
"8938",3055,"open",1,468,2,2,148,0,"Math","not banned"
"8939",3164,"open",5,604,0,5,7,0,"Science","not banned"
"8940",2825,"open",7,564,1,3,18,0,"Science","not banned"
"8941",857,"open",3,719,30,3,377,0,"Speculation","not banned"
"8942",2372,"open",10,778,6,10,0,0,"Science","not banned"
"8943",2624,"open",19,911,12,12,4,0,"Discussion","not banned"
"8944",1441,"open",4,4406,4,2,1,0,"Homework","not banned"
"8945",1827,"open",7,480,4,5,1717,0,"Discussion","not banned"
"8946",2238,"open",14,537,2,11,138,0,"Discussion","not banned"
"8947",3270,"open",4,616,57,6,304,0,"Medicine","not banned"
"8948",652,"open",6,464,6,5,47,0,"Science","not banned"
"8949",847,"open",21,1904,99,8,2887,0,"Science","not banned"
"8950",703,"open",5,390,0,4,3114,0,"Misc","not banned"
"8951",4548,"open",25,2399,225,16,0,0,"Science","not banned"
"8952",1570,"open",2,1943,1,2,0,0,"Medicine","not banned"
"8953",1384,"open",5,1353,3,3,3,0,"Science","not banned"
"8954",1367,"open",36,5637,49,9,1131,0,"Science","not banned"
"8955",1310,"open",3,1080,3,2,5,0,"Homework","not banned"
"8956",3383,"open",5,479,0,4,16,0,"Math","not banned"
"8957",1325,"open",7,3381,0,5,239,0,"Discussion","not banned"
"8958",3789,"open",13,1097,19,6,329,0,"Science","not banned"
"8959",3115,"open",30,1146,4,14,172,0,"Discussion","not banned"
"8960",1565,"open",12,1133,69,4,250,0,"Science","banned"
"8961",2250,"open",5,782,5,6,0,0,"Science","not banned"
"8962",3324,"open",13,1024,40,8,52,0,"Medicine","not banned"
"8963",2023,"open",5,629,5,5,1222,0,"Science","not banned"
"8964",940,"open",6,551,1,3,174,0,"Speculation","not banned"
"8965",2373,"open",11,1873,288,7,0,0,"Science","not banned"
"8966",3165,"open",16,569,6,8,161,0,"Discussion","not banned"
"8967",1353,"open",3,1115,9,3,82,0,"Speculation","not banned"
"8968",1498,"open",10,1337,20,6,42,0,"Science","not banned"
"8969",1240,"open",0,504,11,2,819,0,"Discussion","banned"
"8970",898,"open",16,1046,18,5,1670,0,"Speculation","not banned"
"8971",2456,"open",7,1671,102,4,1694,0,"Misc","not banned"
"8972",3396,"open",44,2194,20,16,18,0,"Science","not banned"
"8973",1264,"open",2,836,2,4,0,0,"Science","not banned"
"8974",1520,"open",93,7316,7,15,96,0,"Discussion","banned"
"8975",2646,"open",12,2798,6,4,30,0,"Science","not banned"
"8976",923,"closed",23,2849,3,9,0,0,"Speculation","banned"
"8977",3361,"closed",38,2490,1,12,0,0,"Science","not banned"
"8978",3643,"open",8,578,6,7,136,0,"Discussion","not banned"
"8979",3126,"open",4,597,2,5,381,0,"Homework","not banned"
"8980",2599,"open",9,1168,1,6,0,0,"Science","not banned"
"8981",858,"open",225,7899,88,19,1114,2,"Speculation","not banned"
"8982",1064,"open",7,1893,57,7,0,2,"Science","banned"
"8983",2863,"open",1,367,87,2,673,0,"Discussion","not banned"
"8984",1112,"open",6,427,1,5,734,0,"Speculation","not banned"
"8985",1744,"open",39,2434,17,8,521,0,"Speculation","not banned"
"8986",567,"open",0,305,0,2,14,0,"Science","not banned"
"8987",2611,"open",0,739,3,2,0,0,"Homework","not banned"
"8988",2462,"open",1,965,123,3,0,0,"Medicine","not banned"
"8989",2292,"open",17,773,259,14,1858,0,"Discussion","not banned"
"8990",2898,"open",0,2107,1,2,0,0,"Science","not banned"
"8991",1842,"open",8,745,2,7,279,0,"Discussion","not banned"
"8992",3224,"open",3,868,13,5,101,0,"Medicine","not banned"
"8993",3751,"open",11,5395,532,9,66,0,"Math","not banned"
